serial,source_text,plagiarized_text,label
237,"Mitochondria convert biochemical energy from nutrients into adenosine triphosphate (ATP) for the cell.","Mitochondria convert biochemical energy from nutrients into adenosine triphosphate (ATP) for the cell.",1
239,"The Richter scale is based on a logarithmic scale to measure earthquake magnitude.","The Richter scale is based on a logarithmic scale to measure earthquake magnitude.",1
240,"Healthcare systems vary widely between countries in terms of funding and structure.","Healthcare systems vary widely between countries in terms of funding and structure.",1
241,"Psychology of learning examines how people absorb, process, and retain information and knowledge.","Psychoanalysis explores the unconscious mind and its influence on behavior through interpretation.",0
242,"The mesosphere is the layer of the atmosphere above the stratosphere where meteors burn up.","The Sun is the star at the center of our solar system.",0
243,"Linguistic relativity suggests that language influences thought and perception in communication.","Circular economy aims to eliminate waste and keep materials in continuous use.",0
244,"Neuron signals transmit as electrical impulses along axons to communicate with other cells.","Neuron signals transmit as electrical impulses along axons to communicate with other cells.",1
245,"The cerebellum coordinates motor control and balance in the brain.","The cerebellum coordinates motor control and balance in the brain.",1
246,"Gaussian curves often represent probability distributions in statistics as the normal curve.","Gaussian curves often represent probability distributions in statistics as the normal curve.",1
247,"Denatured alcohol has additives to make it unsafe to drink, preventing human consumption.","Denatured alcohol has additives to make it unsafe to drink, preventing human consumption.",1
248,"Synchronous speed is the rotation speed of a motor's magnetic field, which depends on electrical frequency.","Synchronous speed is the rotation speed of a motor's magnetic field, which depends on electrical frequency.",1
249,"Game theory analyzes strategic interactions where the outcome depends on multiple decision makers.","Game theory analyzes strategic interactions where the outcome depends on multiple decision makers.",1
250,"The greenhouse effect warms Earth by trapping infrared radiation from sunlight.","The greenhouse effect warms Earth by trapping infrared radiation from sunlight.",1
251,"Anthropology studies human societies, cultures, and their development across history.","Anthropology studies human societies, cultures, and their development across history.",1
252,"Boolean logic uses TRUE/FALSE values to perform logical operations in computing.","Boolean logic uses TRUE/FALSE values to perform logical operations in computing.",1
253,"The cerebrum is the largest part of the brain controlling conscious activities.","The cerebrum is the largest part of the brain controlling conscious activities.",1
254,"Epigenetics studies how gene expression is regulated by factors other than DNA sequence.","Epigenetics studies how gene expression is regulated by factors other than DNA sequence.",1
255,"The Richter magnitude scale was later replaced by the moment magnitude scale in seismology.","The Richter magnitude scale was later replaced by the moment magnitude scale in seismology.",1
256,"Cryptocurrency transactions are recorded on blockchains as a series of encrypted blocks.","Cryptocurrency transactions are recorded on blockchains as a series of encrypted blocks.",1
257,"The brain's hippocampus is critical for forming new memories and learning.","The brain's hippocampus is critical for forming new memories and learning.",1
258,"Sound waves require a medium like air or water to travel, unlike light waves which can travel through vacuum.","Sound waves require a medium like air or water to travel, unlike light waves which can travel through vacuum.",1
259,"DNA can be damaged by UV radiation, potentially causing mutations and skin cancers.","DNA can be damaged by UV radiation, potentially causing mutations and skin cancers.",1
260,"Eukaryotes have membrane-bound organelles, while prokaryotes do not.","Eukaryotes have membrane-bound organelles, while prokaryotes do not.",1
261,"Floodplains are flat areas adjacent to rivers that occasionally flood when water levels rise.","Floodplains are flat areas adjacent to rivers that occasionally flood when water levels rise.",1
262,"Primates include lemurs, monkeys, apes, and humans in biological classification.","Primates include lemurs, monkeys, apes, and humans in biological classification.",1
263,"Refraction of light can split white sunlight into a rainbow through a prism.","Refraction of light can split white sunlight into a rainbow through a prism.",1
264,"Coworking is a modern office arrangement where individuals from different companies share space.","Coworking is a modern office arrangement where individuals from different companies share space.",1
265,"Binary search in a sorted array eliminates half the remaining elements each step to find a value.","Binary search in a sorted array eliminates half the remaining elements each step to find a value.",1
266,"Treble clef notates the pitch of higher notes in sheet music for instruments like violin.","A theorem is a statement proven on the basis of previously established statements in mathematics.",0
267,"Traffic flow is modeled using fluid dynamics to optimize signal timing and reduce congestion.","Traffic flow is modeled using fluid dynamics to optimize signal timing and reduce congestion.",1
268,"The vitreous humor is the gel that fills the inside of the eyeball.","The vitreous humor is the gel that fills the inside of the eyeball.",1
269,"Miller indices denote lattice planes in crystals in materials science.","Miller indices denote lattice planes in crystals in materials science.",1
270,"Evolution involves the gradual change of species over generations due to natural selection.","The Coandă effect explains how fluid jets attach to nearby surfaces.",0
271,"Baboons live in troops with hierarchical social structures in their savannah habitats.","Baboons live in troops with hierarchical social structures in their savannah habitats.",1
272,"DNA is an acronym for deoxyribonucleic acid, which carries genetic instructions.","Water condenses as temperature drops and humidity reaches saturation in the air.",0
273,"Osmosis is the diffusion of water across a semipermeable membrane.","In algebra, a polynomial is an expression consisting of variables and coefficients.",0
274,"Photosynthesis can occur in the dark in some plants via the Calvin cycle.","Photosynthesis can occur in the dark in some plants via the Calvin cycle.",1
275,"Mendelian inheritance describes how genes are passed from parents to offspring with dominant and recessive alleles.","Mendelian inheritance describes how genes are passed from parents to offspring with dominant and recessive alleles.",1
276,"The Mediterranean climate has wet winters and dry summers, typical of coastal regions in mid-latitudes.","The Mediterranean climate has wet winters and dry summers, typical of coastal regions in mid-latitudes.",1
277,"Harmonic motion is a type of oscillation where a restoring force is proportional to displacement.","Harmonic motion is a type of oscillation where a restoring force is proportional to displacement.",1
278,"Protons are positively charged particles found in the atomic nucleus.","Protons are positively charged particles found in the atomic nucleus.",1
279,"Internet of things devices connect to networks to share data and automate tasks.","Internet of things devices connect to networks to share data and automate tasks.",1
280,"Nonrenewable resources include coal and natural gas, which cannot be replenished quickly.","Nonrenewable resources include coal and natural gas, which cannot be replenished quickly.",1
281,"Growth hormone is produced by the pituitary gland and stimulates growth in children.","Growth hormone is produced by the pituitary gland and stimulates growth in children.",1
282,"The nucleus of an atom contains protons and neutrons, while electrons orbit outside.","The nucleus of an atom contains protons and neutrons, while electrons orbit outside.",1
283,"The Andes mountain range contains many active volcanoes due to tectonic subduction zones.","The Andes mountain range contains many active volcanoes due to tectonic subduction zones.",1
284,"The Milky Way galaxy contains our solar system among billions of other stars.","The Milky Way galaxy contains our solar system among billions of other stars.",1
285,"Fungus kingdom includes molds, mushrooms, and yeasts that decompose organic matter.","Fungus kingdom includes molds, mushrooms, and yeasts that decompose organic matter.",1
286,"Shear stress arises from forces applied parallel to a surface, causing layers to slide.","Shear stress arises from forces applied parallel to a surface, causing layers to slide.",1
287,"Intercropping grows two or more crops together to improve yield or pest control.","Intercropping grows two or more crops together to improve yield or pest control.",1
288,"Bessel functions solve certain differential equations arising in cylindrical problems.","Bessel functions solve certain differential equations arising in cylindrical problems.",1
289,"Cache memory stores frequently accessed data closer to the CPU to speed up computing.","Cache memory stores frequently accessed data closer to the CPU to speed up computing.",1
290,"Boolean algebra works with values that are either true or false using logical operations.","Boolean algebra works with values that are either true or false using logical operations.",1
291,"Subtraction is the inverse of addition in arithmetic operations.","Subtraction is the inverse of addition in arithmetic operations.",1
292,"Natural rubber comes from latex in rubber trees and is processed into elastic products.","Natural rubber comes from latex in rubber trees and is processed into elastic products.",1
293,"The Pauli exclusion principle forbids identical fermions from occupying the same quantum state.","The Pauli exclusion principle forbids identical fermions from occupying the same quantum state.",1
294,"Periodic motion repeats itself in equal intervals of time, like a pendulum swing.","Periodic motion repeats itself in equal intervals of time, like a pendulum swing.",1
295,"Paleontology studies fossils to understand organisms that lived long ago on Earth.","Paleontology studies fossils to understand organisms that lived long ago on Earth.",1
296,"Mammal bodies produce milk to feed their young, a key characteristic of the class Mammalia.","Mammal bodies produce milk to feed their young, a key characteristic of the class Mammalia.",1
297,"Acid rain forms when pollutants combine with moisture in the atmosphere causing environmental damage.","Acid rain forms when pollutants combine with moisture in the atmosphere causing environmental damage.",1
298,"Oscilloscopes display electrical signals as waveforms on a screen for analysis.","Oscilloscopes display electrical signals as waveforms on a screen for analysis.",1
299,"The cerebrum is divided into lobes that control different functions like vision and movement.","The cerebrum is divided into lobes that control different functions like vision and movement.",1
300,"Sublime beauty in art often combines vivid color, strong contrast, and emotional intensity.","Sublime beauty in art often combines vivid color, strong contrast, and emotional intensity.",1
301,"Marine biology examines life forms in ocean and coastal ecosystems.","Marine biology examines life forms in ocean and coastal ecosystems.",1
302,"Periodic trends explain how atomic size changes within the periodic table.","Periodic trends explain how atomic size changes within the periodic table.",1
303,"Data mining uses algorithms to discover patterns and relationships in large data sets.","Data mining uses algorithms to discover patterns and relationships in large data sets.",1
304,"Electron microscopes can magnify objects millions of times using electron beams and electromagnetic lenses.","Electron microscopes can magnify objects millions of times using electron beams and electromagnetic lenses.",1
305,"Anisotropy means a property differs when measured in different directions, as in crystals.","Anisotropy means a property differs when measured in different directions, as in crystals.",1
306,"Astronomy often uses telescopes to observe distant stars and galaxies in the night sky.","Astronomy often uses telescopes to observe distant stars and galaxies in the night sky.",1
307,"Biodiversity hotspots contain high numbers of endemic species and face habitat loss threats.","Biodiversity hotspots contain high numbers of endemic species and face habitat loss threats.",1
308,"Data encryption encodes information to prevent unauthorized access in digital systems.","Data encryption encodes information to prevent unauthorized access in digital systems.",1
309,"Pristine wilderness areas are protected for ecological conservation and recreation.","Pristine wilderness areas are protected for ecological conservation and recreation.",1
310,"Subtraction in computing can be implemented using binary addition by complementing one operand.","Subtraction in computing can be implemented using binary addition by complementing one operand.",1
311,"Warfare technology includes strategies and weapons that impact conflict outcomes.","Warfare technology includes strategies and weapons that impact conflict outcomes.",1
312,"The cerebellum lies under the cerebrum and coordinates voluntary movements.","The cerebellum lies under the cerebrum and coordinates voluntary movements.",1
313,"Rosetta Stone inscriptions helped decipher ancient Egyptian hieroglyphs by providing translations.","Rosetta Stone inscriptions helped decipher ancient Egyptian hieroglyphs by providing translations.",1
314,"The cell membrane regulates entry of substances into and out of cells.","The cell membrane regulates entry of substances into and out of cells.",1
315,"Maxwell's equations unify electricity and magnetism in classical physics.","Maxwell's equations unify electricity and magnetism in classical physics.",1
316,"The Amazon river discharges the largest volume of freshwater into the ocean daily.","The Amazon river discharges the largest volume of freshwater into the ocean daily.",1
317,"Artifact dating methods, like carbon-14, help archeologists determine age of finds.","Artifact dating methods, like carbon-14, help archeologists determine age of finds.",1
318,"Heat transfer can occur through conduction, convection, or radiation in physics.","Heat transfer can occur through conduction, convection, or radiation in physics.",1
319,"The liver metabolizes toxins and stores vitamins for later use in the body.","The liver metabolizes toxins and stores vitamins for later use in the body.",1
320,"Interface design impacts user experience by ensuring usability and clarity in software.","Interface design impacts user experience by ensuring usability and clarity in software.",1
321,"Fungus can form mutualistic relationships with plant roots to aid nutrient absorption.","Fungus can form mutualistic relationships with plant roots to aid nutrient absorption.",1
322,"Tension in wires or strings is the pulling force that transmits mechanical energy.","Tension in wires or strings is the pulling force that transmits mechanical energy.",1
323,"Peatlands store vast amounts of carbon in wet soils preventing it from entering the atmosphere.","Peatlands store vast amounts of carbon in wet soils preventing it from entering the atmosphere.",1
324,"Photosynthetic efficiency determines how much light energy plants convert into chemical energy.","Photosynthetic efficiency determines how much light energy plants convert into chemical energy.",1
325,"Critical thinking involves analyzing evidence and reasoning logically to form conclusions.","Critical thinking involves analyzing evidence and reasoning logically to form conclusions.",1
326,"A textual corpus is a large collection of written texts used in linguistic analysis.","A textual corpus is a large collection of written texts used in linguistic analysis.",1
327,"Economic utility measures consumer satisfaction or value derived from goods and services.","Economic utility measures consumer satisfaction or value derived from goods and services.",1
328,"Abstract algebra generalizes arithmetic operations to more complex structures like groups and rings.","Abstract algebra generalizes arithmetic operations to more complex structures like groups and rings.",1
329,"Biodiversity ensures resilience in ecosystems by maintaining a variety of species roles.","Biodiversity ensures resilience in ecosystems by maintaining a variety of species roles.",1
330,"Population density is measured as people per square kilometer in urban planning.","Population density is measured as people per square kilometer in urban planning.",1
331,"Molecular orbital theory describes how atomic orbitals combine in molecules to form new orbitals.","Molecular orbital theory describes how atomic orbitals combine in molecules to form new orbitals.",1
332,"Living cells maintain homeostasis by regulating their internal environment despite external changes.","Living cells maintain homeostasis by regulating their internal environment despite external changes.",1
333,"The retina in the eye detects light and sends signals to the brain to form images.","The retina in the eye detects light and sends signals to the brain to form images.",1
334,"Organic farming relies on natural processes and excludes synthetic fertilizers and pesticides.","Organic farming relies on natural processes and excludes synthetic fertilizers and pesticides.",1
335,"A momentum transfer collision conserves momentum but can transfer energy between objects.","A momentum transfer collision conserves momentum but can transfer energy between objects.",1
336,"Quartz crystals oscillate at precise frequencies, which is why they are used in clocks.","Quartz crystals oscillate at precise frequencies, which is why they are used in clocks.",1
337,"Newton developed calculus as a tool to describe motion and change precisely in mathematics.","Newton developed calculus as a tool to describe motion and change precisely in mathematics.",1
338,"Lichen is a mutualistic organism formed by algae and fungi living together.","Lichen is a mutualistic organism formed by algae and fungi living together.",1
339,"Nylon is a synthetic polymer used in fabrics due to its strength and elasticity.","Nylon is a synthetic polymer used in fabrics due to its strength and elasticity.",1
340,"Tide movements in oceans and seas are caused by the Moon's and Sun's gravitational pull.","Tide movements in oceans and seas are caused by the Moon's and Sun's gravitational pull.",1
341,"Social media algorithms often create filter bubbles by personalizing content based on user behavior.","Social media algorithms often create filter bubbles by personalizing content based on user behavior.",1
342,"FMRI scans measure brain activity by detecting changes in blood flow in the brain.","Circular reasoning is a logical fallacy where the conclusion is included in the premises.",0
343,"Acoustic waves in air can transfer energy causing sounds that humans can hear.","Acoustic waves in air can transfer energy causing sounds that humans can hear.",1
344,"Hadrons are particles made of quarks held by the strong nuclear force.","Hadrons are particles made of quarks held by the strong nuclear force.",1
345,"The law of diminishing returns says adding more of one input yields lower extra output if other inputs fixed.","The law of diminishing returns says adding more of one input yields lower extra output if other inputs fixed.",1
346,"Ergonomics designs tools and workspaces for human comfort and efficiency.","Ergonomics designs tools and workspaces for human comfort and efficiency.",1
347,"Surface area to volume ratio increases as objects get smaller, affecting diffusion rates.","Surface area to volume ratio increases as objects get smaller, affecting diffusion rates.",1
348,"Modem stands for modulator-demodulator, converting digital data to analog for telephone lines.","Modem stands for modulator-demodulator, converting digital data to analog for telephone lines.",1
349,"DNA fingerprinting is used in forensic science to match samples to individuals.","DNA fingerprinting is used in forensic science to match samples to individuals.",1
350,"Salinity affects ocean density, which influences global circulation patterns.","Salinity affects ocean density, which influences global circulation patterns.",1
351,"The immune response identifies and eliminates foreign pathogens entering the body.","The immune response identifies and eliminates foreign pathogens entering the body.",1
352,"Limiting reactant theory tells us which chemical substance will be completely used up first in a reaction.","Limiting reactant theory tells us which chemical substance will be completely used up first in a reaction.",1
353,"Network switches connect multiple devices to enable communication in computer networks.","Network switches connect multiple devices to enable communication in computer networks.",1
354,"Magnetic fields are generated by moving electric charges, as in wires or magnets.","Magnetic fields are generated by moving electric charges, as in wires or magnets.",1
355,"Ventilation systems replace stale indoor air with fresh outdoor air for comfort and health.","Ventilation systems replace stale indoor air with fresh outdoor air for comfort and health.",1
356,"Neurons transmit signals faster along myelinated fibers than unmyelinated ones.","Neurons transmit signals faster along myelinated fibers than unmyelinated ones.",1
357,"Ecosystem diversity includes the variety of habitats and ecological processes on Earth.","Ecosystem diversity includes the variety of habitats and ecological processes on Earth.",1
358,"Pterosaurs were flying reptiles that lived alongside dinosaurs during the Mesozoic era.","Ecosystem restoration involves returning a degraded environment to its natural state.",0
359,"Pascal's principle states that pressure applied to an enclosed fluid is transmitted equally throughout the fluid.","Pascal's principle states that pressure applied to an enclosed fluid is transmitted equally throughout the fluid.",1
360,"Pandas are native to central China and primarily eat bamboo as their diet.","Pandas are native to central China and primarily eat bamboo as their diet.",1
361,"Nuclear waste must be stored safely for thousands of years until its radioactivity decays.","Nuclear waste must be stored safely for thousands of years until its radioactivity decays.",1
362,"Democracy is a system of government where citizens vote to elect their leaders.","Democracy is a system of government where citizens vote to elect their leaders.",1
363,"Dopamine is a neurotransmitter associated with reward and motivation in the brain.","Natural reserves like oil and gas supply energy but will eventually deplete.",0
364,"Rare earth elements are used in electronics but are named for their unique magnetic properties.","DNA replication creates identical copies of DNA strands for cell division.",0
365,"Solar flares release bursts of radiation from the Sun that can disturb Earth's atmosphere.","Solar flares release bursts of radiation from the Sun that can disturb Earth's atmosphere.",1
366,"Resistor value influences current flow in a circuit according to Ohm's law.","Resistor value influences current flow in a circuit according to Ohm's law.",1
367,"Biodynamic farming schedules planting based on lunar cycles and compost preparations.","Biodynamic farming schedules planting based on lunar cycles and compost preparations.",1
368,"The heaviest naturally occurring element is uranium, which is used in nuclear reactors.","The heaviest naturally occurring element is uranium, which is used in nuclear reactors.",1
369,"The dorsal root ganglion contains cell bodies of sensory neurons in the spinal cord.","The dorsal root ganglion contains cell bodies of sensory neurons in the spinal cord.",1
370,"Load balancing distributes network traffic across multiple servers to avoid overload.","Load balancing distributes network traffic across multiple servers to avoid overload.",1
371,"Continuous reinforcement rewards behavior every time it occurs, leading to quick learning.","Continuous reinforcement rewards behavior every time it occurs, leading to quick learning.",1
372,"The ozone hole over Antarctica varies seasonally, growing larger in the Southern Hemisphere spring.","The ozone hole over Antarctica varies seasonally, growing larger in the Southern Hemisphere spring.",1
373,"The cerebellum helps coordinate voluntary movements and maintain posture.","The cerebellum helps coordinate voluntary movements and maintain posture.",1
374,"Savannas are grasslands with scattered trees, supporting large herbivores and predators.","Savannas are grasslands with scattered trees, supporting large herbivores and predators.",1
375,"Valence electrons determine how atoms bond chemically to form molecules.","Valence electrons determine how atoms bond chemically to form molecules.",1
376,"Plate boundaries can be divergent, convergent, or transform, affecting earthquake and volcano activity.","Plate boundaries can be divergent, convergent, or transform, affecting earthquake and volcano activity.",1
377,"Momentum is conserved in collisions if no external forces act on the system.","Momentum is conserved in collisions if no external forces act on the system.",1
378,"The law of reflection states the angle of incidence equals the angle of reflection for waves.","The law of reflection states the angle of incidence equals the angle of reflection for waves.",1
379,"Kinematics describes motion using quantities like distance, velocity, and acceleration without regard to force.","Kinematics describes motion using quantities like distance, velocity, and acceleration without regard to force.",1
380,"Food webs show feeding relationships and energy flow in an ecosystem.","Food webs show feeding relationships and energy flow in an ecosystem.",1
381,"Angiosperms are flowering plants that produce seeds enclosed within fruit.","Angiosperms are flowering plants that produce seeds enclosed within fruit.",1
382,"Signal-to-noise ratio measures strength of a signal relative to background noise in communications.","Signal-to-noise ratio measures strength of a signal relative to background noise in communications.",1
383,"Julian calendar was replaced by the Gregorian calendar to correct drift in the dates of equinoxes.","Julian calendar was replaced by the Gregorian calendar to correct drift in the dates of equinoxes.",1
384,"Higgs boson discovery confirmed a particle that gives mass to other particles in the Standard Model.","Higgs boson discovery confirmed a particle that gives mass to other particles in the Standard Model.",1
385,"Dew forms when water vapor condenses on cool surfaces as temperatures fall at night.","Dew forms when water vapor condenses on cool surfaces as temperatures fall at night.",1
386,"Lenses focus or diverge light rays by refraction to form images at focal points.","Lenses focus or diverge light rays by refraction to form images at focal points.",1
387,"The cerebrum is responsible for cognition, sensation, and voluntary muscle control.","The cerebrum is responsible for cognition, sensation, and voluntary muscle control.",1
388,"Square waves consist of alternating high and low voltage with sudden transitions, commonly used in electronics.","Square waves consist of alternating high and low voltage with sudden transitions, commonly used in electronics.",1
389,"The Gantt chart is a project management tool that displays tasks over time on a timeline.","The Gantt chart is a project management tool that displays tasks over time on a timeline.",1
390,"Seasons on Earth result from its axial tilt and orbit around the Sun.","Seasons on Earth result from its axial tilt and orbit around the Sun.",1
391,"Equinoxes occur when the sun is directly above the equator, resulting in equal day and night length.","Equinoxes occur when the sun is directly above the equator, resulting in equal day and night length.",1
392,"Greenhouse gas emissions from industry and transportation contribute to global warming.","Greenhouse gas emissions from industry and transportation contribute to global warming.",1
393,"A telescope collects more light than the human eye, enabling observation of faint astronomical objects.","A telescope collects more light than the human eye, enabling observation of faint astronomical objects.",1
394,"Montessori education emphasizes self-directed activity and hands-on learning in children.","Montessori education emphasizes self-directed activity and hands-on learning in children.",1
395,"Altitudinal gradient refers to environmental change with increasing elevation on mountains.","Altitudinal gradient refers to environmental change with increasing elevation on mountains.",1
396,"Boolean logic is fundamental to computer circuit design and digital computing operations.","Boolean logic is fundamental to computer circuit design and digital computing operations.",1
397,"Triangulation uses geometry to determine an unknown distance or location by measuring angles and baseline.","Triangulation uses geometry to determine an unknown distance or location by measuring angles and baseline.",1
398,"Photosynthesis primarily occurs in the chloroplasts of plant cells, where chlorophyll captures light energy.","Photosynthesis primarily occurs in the chloroplasts of plant cells, where chlorophyll captures light energy.",1
399,"Tensile stress pulls materials apart and can cause deformation when exceeding material strength.","Tensile stress pulls materials apart and can cause deformation when exceeding material strength.",1
400,"Electrons in atoms occupy discrete energy levels or orbitals around the nucleus.","Electrons in atoms occupy discrete energy levels or orbitals around the nucleus.",1
401,"Hypothesis testing in statistics uses data to decide whether to accept or reject a hypothesis.","Hypothesis testing in statistics uses data to decide whether to accept or reject a hypothesis.",1
402,"An enzyme lowers activation energy to speed up biochemical reactions in living cells.","An enzyme lowers activation energy to speed up biochemical reactions in living cells.",1
403,"The cerebrum is divided into lobes that control different brain functions like vision and memory.","The cerebrum is divided into lobes that control different brain functions like vision and memory.",1
404,"Recycling uses items like glass and metal as raw materials to manufacture new products.","Recycling uses items like glass and metal as raw materials to manufacture new products.",1
405,"The Bhopal disaster highlighted dangers of industrial chemical leaks and inadequate safety measures.","The Bhopal disaster highlighted dangers of industrial chemical leaks and inadequate safety measures.",1
406,"Elliptical galaxies are shaped like ellipsoids and contain older star populations.","Elliptical galaxies are shaped like ellipsoids and contain older star populations.",1
407,"Ohm's law states that voltage equals current times resistance in an electrical circuit.","Ohm's law states that voltage equals current times resistance in an electrical circuit.",1
408,"Blue shift occurs when a light source moves toward the observer, slightly increasing its frequency.","Blue shift occurs when a light source moves toward the observer, slightly increasing its frequency.",1
409,"Decibels measure the intensity of sound on a logarithmic scale, making it easier to express wide ranges.","Decibels measure the intensity of sound on a logarithmic scale, making it easier to express wide ranges.",1
410,"The rhizosphere is the region of soil influenced by plant roots and their microbial community.","The rhizosphere is the region of soil influenced by plant roots and their microbial community.",1
411,"An electron cloud model shows the probability of finding an electron at various locations around the nucleus.","An electron cloud model shows the probability of finding an electron at various locations around the nucleus.",1
412,"Computer vision uses machine learning to interpret images and videos by recognizing objects and patterns.","Computer vision uses machine learning to interpret images and videos by recognizing objects and patterns.",1
413,"Electrostatic precipitation removes particles from industrial emissions by charging them and collecting on plates.","Electrostatic precipitation removes particles from industrial emissions by charging them and collecting on plates.",1
414,"Iron smelting is a chemical process to extract pure metal from iron ore using high heat and carbon.","Iron smelting is a chemical process to extract pure metal from iron ore using high heat and carbon.",1
415,"The distance from Earth to the Moon is about 384,400 kilometers on average.","The distance from Earth to the Moon is about 384,400 kilometers on average.",1
416,"Photosynthesis primarily occurs in the chloroplasts of plant cells, where chlorophyll captures light energy.","Photosynthesis primarily occurs in the chloroplasts of plant cells, where chlorophyll captures light energy.",1
417,"Helium is the second-lightest element and remains gaseous even at absolute zero temperature.","Helium is the second-lightest element and remains gaseous even at absolute zero temperature.",1
418,"Semantic memory stores general world knowledge like facts and concepts.","Semantic memory stores general world knowledge like facts and concepts.",1
419,"Acting is a performing art in which actors portray characters in theater, film, or television.","Acting is a performing art in which actors portray characters in theater, film, or television.",1
420,"Capacitors store energy in an electric field between two conductive plates separated by an insulator.","Capacitors store energy in an electric field between two conductive plates separated by an insulator.",1
421,"The suffix -itis indicates inflammation of a particular part of the body in medical terminology.","The suffix -itis indicates inflammation of a particular part of the body in medical terminology.",1
422,"In geophysics, seismic waves help scientists study Earth's interior structure by propagating through it.","In geophysics, seismic waves help scientists study Earth's interior structure by propagating through it.",1
423,"Attenuation describes loss of signal strength as it travels through a medium or transmission line.","Attenuation describes loss of signal strength as it travels through a medium or transmission line.",1
424,"Chloroplasts in plant cells capture solar energy to produce food via photosynthesis.","Chloroplasts in plant cells capture solar energy to produce food via photosynthesis.",1
425,"Dichotomous keys are used to identify organisms by making a series of choices about their features.","Dichotomous keys are used to identify organisms by making a series of choices about their features.",1
426,"Nano-technology manipulates materials at the scale of atoms and molecules to create new materials.","Nano-technology manipulates materials at the scale of atoms and molecules to create new materials.",1
427,"Flood risk is increased by building on floodplains and removing wetlands that absorb water.","Flood risk is increased by building on floodplains and removing wetlands that absorb water.",1
428,"Brainstorming generates creative ideas through group discussion, without immediate criticism or evaluation.","Brainstorming generates creative ideas through group discussion, without immediate criticism or evaluation.",1
429,"Fluorescence is when a substance absorbs light at one wavelength and emits it at another, longer wavelength.","Fluorescence is when a substance absorbs light at one wavelength and emits it at another, longer wavelength.",1
430,"COVID-19 vaccine development involved novel mRNA techniques to induce immunity against the virus.","COVID-19 vaccine development involved novel mRNA techniques to induce immunity against the virus.",1
431,"Algebraic expressions use variables and constants with arithmetic operations to represent mathematical relations.","Algebraic expressions use variables and constants with arithmetic operations to represent mathematical relations.",1
432,"Protein enzymes can speed up reactions by providing an alternate reaction pathway with lower activation energy.","Protein enzymes can speed up reactions by providing an alternate reaction pathway with lower activation energy.",1
433,"Stress refers to force per area applied on materials in physics or psychology as mental pressure.","Stress refers to force per area applied on materials in physics or psychology as mental pressure.",1
434,"Entropy production is irreversible in natural processes according to the second law of thermodynamics.","Entropy production is irreversible in natural processes according to the second law of thermodynamics.",1
435,"A watershed is an area of land that collects rainwater and drains into a river or lake.","A watershed is an area of land that collects rainwater and drains into a river or lake.",1
436,"Periodic phenomena like seasonal weather repeat because of orbital and axial tilt cycles.","Periodic phenomena like seasonal weather repeat because of orbital and axial tilt cycles.",1
437,"Causal inference in research attempts to determine cause-and-effect relationships from data.","Causal inference in research attempts to determine cause-and-effect relationships from data.",1
438,"Tartaric acid gives wine its sour taste and is a natural antioxidant in grapes.","Tartaric acid gives wine its sour taste and is a natural antioxidant in grapes.",1
439,"Probability density functions describe continuous random variables and how likely they are to take specific values.","Probability density functions describe continuous random variables and how likely they are to take specific values.",1
440,"Isostasy explains how the Earth's lithosphere floats on the denser, plastic-like asthenosphere below.","Isostasy explains how the Earth's lithosphere floats on the denser, plastic-like asthenosphere below.",1
441,"Ecotourism promotes responsible travel to natural areas to conserve the environment and improve the well-being of local people.","Ecotourism promotes responsible travel to natural areas to conserve the environment and improve the well-being of local people.",1
442,"Brain-computer interfaces allow devices to communicate directly with the nervous system.","Brain-computer interfaces allow devices to communicate directly with the nervous system.",1
443,"Each chromosome contains many genes, which are segments of DNA that code for proteins.","Each chromosome contains many genes, which are segments of DNA that code for proteins.",1
444,"The Millennium Prize challenges mathematicians to solve unsolved problems like the Riemann hypothesis.","The Millennium Prize challenges mathematicians to solve unsolved problems like the Riemann hypothesis.",1
445,"Astronauts train in simulators that replicate low gravity environments before space missions.","Astronauts train in simulators that replicate low gravity environments before space missions.",1
446,"Honey bees communicate by dancing to indicate the location of food sources to hive mates.","Honey bees communicate by dancing to indicate the location of food sources to hive mates.",1
447,"Optical fibers can transmit data as pulses of light over long distances with low loss.","Optical fibers can transmit data as pulses of light over long distances with low loss.",1
448,"Prime numbers have exactly two distinct positive divisors: 1 and themselves, which aids cryptography.","Prime numbers have exactly two distinct positive divisors: 1 and themselves, which aids cryptography.",1
449,"Mathematical induction is a proof technique that establishes truth for all natural numbers.","Mathematical induction is a proof technique that establishes truth for all natural numbers.",1
450,"Iron is attracted to magnets because iron atoms can align their magnetic fields in the same direction.","Iron is attracted to magnets because iron atoms can align their magnetic fields in the same direction.",1
451,"The cerebellum processes inputs from the vestibular system to help maintain balance.","The cerebellum processes inputs from the vestibular system to help maintain balance.",1
452,"Sound frequency is measured in hertz, and higher frequency sounds have a higher pitch.","Sound frequency is measured in hertz, and higher frequency sounds have a higher pitch.",1
453,"The water cycle involves evaporation, condensation, precipitation, and collection of water on Earth.","The water cycle involves evaporation, condensation, precipitation, and collection of water on Earth.",1
454,"Cryptocurrency uses decentralized ledgers for secure financial transactions over networks.","Cryptocurrency uses decentralized ledgers for secure financial transactions over networks.",1
455,"Antibiotic resistance arises when bacteria mutate and survive drug treatments over generations.","Antibiotic resistance arises when bacteria mutate and survive drug treatments over generations.",1
